Week,Day,Time,Event_ID,Event_Name,Room,Campus,Orig_Campus,From_Holyrood,Size,Room_Capacity,Util_%
12,Tuesday,12:00,E:8AH6127EDT,Core Competencies for HR Professionals - Lecture/HRM,0226_-1_LG.18,Central,Central,False,57,66,86.4
12,Tuesday,12:00,E:PU9TAWTLFX,Christianity in Ukraine (988 to the present) - Seminar,0219_00_G.02,Central,New College,False,20,24,83.3
12,Tuesday,12:00,E:7BBB58QBK4,Economics 1 - Sem 1 - Tutorial/03,0226_01_1.07,Central,Central,False,22,48,45.8
12,Tuesday,12:00,E:CU9K61VUL8,Prescriptive Analytics with Mathematical Programming - Lecture,0226_-1_LG.19,Central,Central,False,50,70,71.4
12,Tuesday,12:00,E:BNK51YCSIO,Economics 1 - Sem 1 - Tutorial/06,0227_00_G.01,Central,Central,False,22,30,73.3
12,Tuesday,12:00,E:8P3UN9ET1A,Greek Language (A&B) - Lecture,0227_00_G.05,Central,Central,False,25,44,56.8
12,Tuesday,12:00,E:IPMWJCB9I6,Religion and Nationalism in the Contemporary World - Lecture,0228_11_11.10,Central,New College,False,20,36,55.6
12,Tuesday,12:00,E:9OWPZQ6LK2-00005,Psychological Skills Placement - Lecture,0335_01_1.2,Central,Central,False,35,44,79.5
12,Tuesday,12:00,E:EPF89MAMCU,International HRM Policies and Practices - Lecture,0283_01_1.20,Central,Central,False,40,46,87.0
12,Tuesday,12:00,E:AXTKJ5L6BN,Introduction to Life Cycle Assessment (fusion on-site) - Teaching Day 1,0313_00_G.10,Central,Central,False,30,36,83.3
12,Tuesday,12:00,E:ZWQICXLFQH-00008,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/09",0003_01_1.05,Central,Central,False,8,12,66.7
12,Tuesday,12:00,E:4VJ86QRRKR,The Historian's Toolkit - Tutorial/16,0001_02_2.351,Central,Central,False,12,16,75.0
12,Tuesday,12:00,E:91APLZIHGG,History of Christianity as a World Religion 1A - Tutorial/03,0008_02_2.365,Central,New College,False,14,16,87.5
12,Tuesday,12:00,E:6U3QPH7LH8,Organisational Behaviour 2 - Tutorial/02,0113_01_1.42,Central,Central,False,15,20,75.0
12,Tuesday,12:00,E:TWJRODNTFG,Psychological Well-being and Business - Tutorial/09,0201_01_1.05,Central,Central,False,16,20,80.0
12,Tuesday,12:00,E:FDJ9QYAVLT,Accounting for Business 1 - Tutorial/24,0113_00_G.203,Central,Central,False,16,20,80.0
12,Tuesday,12:00,E:6WGIZQZDIF,Art and Archaeology of Sparta and Laconia - PG Only,0201_02_2.07,Central,Central,False,15,20,75.0
12,Tuesday,12:00,E:SJ9SRWDN78-00002,"Listening, Attunement and Empathy - Friday Listening Practice Group/03",0003_00_G.04,Central,Central,False,8,12,66.7
12,Tuesday,12:00,E:GTCQMQGTH5,Accountancy 1A - Tutorial/07,0001_01_1.267,Central,Central,False,17,26,65.4
12,Tuesday,12:00,E:74DOFEXDQY,Introduction to Body Studies - Seminar/01,0001_01_1.273,Central,Central,False,18,22,81.8
12,Tuesday,12:00,E:9AH41YR8HQ,Human Geography - Tutorial/04,0008_-1_B.154,Central,Central,False,11,15,73.3
12,Tuesday,12:00,E:CN5CEOM3GN,Introduction to Service Design (fusion on-site) - Teaching Day 1,0335_02_2.3,Central,Central,False,30,40,75.0
12,Tuesday,12:00,E:UUVCDE1BWR-00002,Human Health in the Anthropocene (fusion on-site) - Teaching Day 2,0229_01_1.B,Central,Central,False,40,250,16.0
12,Tuesday,12:00,E:WC9XMANQQU,Professional Skills for Historians - Seminar,0300_00_NG.02,Central,Central,False,30,36,83.3
12,Tuesday,12:00,E:UBPILZD67Y,Acoustics - Tutorial,0335_04_4.1,Central,Central,False,25,30,83.3
12,Tuesday,12:00,E:5M8NW4G177,Product Design: Discourse - Taught Studio Session,0228_06_6.11,Central,Central,False,18,24,75.0
12,Tuesday,12:00,E:96D45XYHH2,Domains of Practice 3: Critical Analysis - Lecture,0335_04_4.2,Central,Central,False,20,32,62.5
12,Tuesday,12:00,E:PJHLB1GGV9,Landscape Architecture Techniques 2A - Course Talks,0335_00_G.10,Central,Lauriston,False,18,32,56.2
12,Tuesday,12:00,E:KAW992WCTS,OS - Writing Creative Non-Fiction,0227_03_3.03,Central,Holyrood,True,16,18,88.9
12,Tuesday,12:00,E:JTLUUTCOHU,OS - The Art of 15th-Century Italy,0311_02_2.01,Central,Holyrood,True,18,22,81.8
12,Tuesday,12:00,E:IQOCF2WH37,OS - A History of Scottish Art,0227_03_3.39,Central,Holyrood,True,16,18,88.9
12,Tuesday,12:00,E:OOR8FHWZI1,OS - Short Story Writing,0228_11_11.06,Central,Holyrood,True,16,18,88.9
12,Tuesday,12:00,E:1E3HILALK2,OS - Poetry in Practice,0228_07_7.01,Central,Holyrood,True,16,18,88.9
12,Tuesday,12:00,E:6VP8T8GV4H,An Introduction to Archaeology,0228_07_7.18,Central,Holyrood,True,16,24,66.7
12,Tuesday,12:00,E:ARLNVWRAOJ,OS - Looking at Portraits: from Augustus to Rembrandt,0228_09_9.18,Central,Holyrood,True,16,25,64.0
12,Tuesday,12:00,E:4F9BNQN8TL,OS - Classics of French Literature,0251_01_1.01,Central,Holyrood,True,16,28,57.1
12,Tuesday,12:00,E:4VQV7JR5CS,OS - An Introduction to Psychology,0251_01_1.02,Central,Holyrood,True,20,28,71.4
12,Tuesday,12:00,E:HW1B1V6QTG,OS - Improve your Fiction,0283_01_1.17,Central,Holyrood,True,16,26,61.5
12,Tuesday,12:00,E:8GEEUNNINO,Second Language Teaching Curriculum - Workshop/12,0311_02_2.05,Central,Holyrood,True,25,31,80.6
12,Tuesday,12:00,E:EAO213UP6H,"Languages, Society And Education - Workshop/05",0335_01_1.3,Central,Holyrood,True,25,30,83.3
12,Tuesday,12:00,E:9MNBYIXPRE,LfA - British Sign Language Beginners Step 1,0001_00_G.158,Central,Holyrood,True,15,30,50.0
12,Tuesday,12:00,E:5K3M4KSLFX,LfA - British Sign Language Elementary Step 1,0113_01_1.434,Central,Holyrood,True,15,28,53.6
12,Tuesday,12:00,E:64PFZ1W89Z,LfA - French Intermediate Step 4,0001_02_2.347,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:GCQQGUVZM9,LfA - French Upper Intermediate Step 4,0113_00_G.204,Central,Holyrood,True,14,20,70.0
12,Tuesday,12:00,E:U4TKIZUQVV,LfA - Spanish Intermediate Step 6,0201_02_2.11,Central,Holyrood,True,14,28,50.0
12,Tuesday,12:00,E:7N4DF8X6LE,LfA - French Upper Intermediate Step 1,0201_02_2.14,Central,Holyrood,True,14,54,25.9
12,Tuesday,12:00,E:INUEGRPD9X,LfA - Italian Beginners Step 3,0201_00_G.05,Central,Holyrood,True,14,20,70.0
12,Tuesday,12:00,E:79VZ83PKCP,LfA - German Beginners Step 1,0214_01_1.01,Central,Holyrood,True,14,20,70.0
12,Tuesday,12:00,E:R94GAM9K2Q,LfA - Japanese Elementary Step 1,0214_01_1.10,Central,Holyrood,True,14,18,77.8
12,Tuesday,12:00,E:U6AYDR7CD7,LfA - Spanish Elementary Step 1,0228_-1_LG.08,Central,Holyrood,True,14,36,38.9
12,Tuesday,12:00,E:J2R9OZJ6WU,LfA - Gaelic Elementary Step 1,0228_-1_LG.09,Central,Holyrood,True,14,96,14.6
12,Tuesday,12:00,E:JMTI7EQF5A,LfA - Spanish Elementary Step 1,0227_02_2.03,Central,Holyrood,True,14,18,77.8
12,Tuesday,12:00,E:QNJ4TPE7XZ,LfA - French Beginners Step 1,0227_02_2.39,Central,Holyrood,True,14,18,77.8
12,Tuesday,12:00,E:E9URDGBJG4,LfA - French Elementary Step 2,0227_03_3.54,Central,Holyrood,True,14,18,77.8
12,Tuesday,12:00,E:ZTBU2NR97L,LfA - French Beginners Step 2,0228_11_11.18,Central,Holyrood,True,14,24,58.3
12,Tuesday,12:00,E:YGN4R5J5DB,LfA - German Beginners Step 1,0228_03_3.01,Central,Holyrood,True,14,24,58.3
12,Tuesday,12:00,E:5P2UBEVF7O,LfA - Arabic Beginners Step 1,0311_04_4.09,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:NG7PDXQWMD,LfA - Modern Greek Beginners Step 1,0335_00_G.01,Central,Holyrood,True,14,120,11.7
12,Tuesday,12:00,E:CSHXNFZGBD,LfA - Japanese Elementary Step 1,0335_00_G.12,Central,Holyrood,True,14,17,82.4
12,Tuesday,12:00,E:BHFHJ9CUS1,LfA - Spanish Intermediate Step 2,0219_00_G.01,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:8IG4RQP9BA,LfA - German: Deutsch Aktuell,0335_01_1.1,Central,Holyrood,True,14,25,56.0
12,Tuesday,12:00,E:HTPYFK9NPQ,LfA - British Sign Language Beginners Step 1,0335_05_5.2,Central,Holyrood,True,15,32,46.9
12,Tuesday,12:00,E:W4PLJH9CY3,LfA - Spanish Elementary Step 4,0113_00_G.200,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:YFJ51V2R6R,LfA - Portuguese Elementary Step 4,0227_02_2.54,Central,Holyrood,True,14,18,77.8
12,Tuesday,12:00,E:FP2DGQHPY5,LfA - Spanish Beginners Step 1,0228_11_11.01,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:YO4OTD3L5A,LfA - Spanish Elementary Step 1,0228_09_9.01,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:X1HWGTP9BJ,LfA - Japanese Beginners Step 4,0254_01_1.03,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:RRG79G8LNC,LfA - Italian Beginners Step 1,0254_01_1.04,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:5CZL9KXEJT,LfA - French Advanced Step 4,0254_01_1.08,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:WTWE4LKYQS,LFA - Gaelic Beginners Step 1,0300_00_NG.03,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:94NCW13DAG,LfA - German Intermediate Step 6,0300_00_NG.04,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:6SOFAUQBKE,LfA - Japanese Beginners Step 1,0335_01_1.4,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:PCUNRJATW3,LfA - German Advanced Step 1,0335_02_2.1,Central,Holyrood,True,14,25,56.0
12,Tuesday,12:00,E:BEDDINQZZ9,LfA - German: Deutsch Aktuell,0335_02_2.18,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:HD1FFGX5U8,LFA - Gaelic Beginners Step 1,0335_02_2.2,Central,Holyrood,True,14,44,31.8
12,Tuesday,12:00,E:WEKMT6HTEI,LfA - German Upper Intermediate Step 4,0335_02_2.4,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:ZAOJGNCBRY,LfA - Portuguese Elementary Step 1,0335_03_3.1,Central,Holyrood,True,14,25,56.0
12,Tuesday,12:00,E:TLT4LMCLBY,LfA - German Intermediate Step 1,0335_03_3.2,Central,Holyrood,True,14,40,35.0
12,Tuesday,12:00,E:GNFT3IK8H1,LfA - Russian Beginners Step 1,0335_03_3.4,Central,Holyrood,True,14,16,87.5
12,Tuesday,12:00,E:8N6JSQAJ6Y,AMPL - Essay Tutorials - Group/02,0300_00_NG.01,Central,Central,False,14,36,38.9
12,Tuesday,12:00,E:DU5T7OB2IR,AMPL - Essay Tutorials - Group/03,0335_05_5.1,Central,Central,False,14,25,56.0
12,Tuesday,12:00,E:BDERR5OF91,PD Reflective Practice - Group 1,0113_01M_01M.469,Central,Central,False,30,40,75.0
12,Tuesday,12:00,E:A3PMP16LVS,PD Reflective Practice - Group 2,0113_01M_01M.473,Central,Central,False,30,48,62.5
12,Tuesday,12:00,E:X2LS1ADUXU,"Design, Play and Games - Workshop/04",0214_00_G.02,Central,Lauriston,False,30,40,75.0
12,Tuesday,12:00,E:3MPGD4UJNJ,"Design, Play and Games - Workshop/05",0450_02_2.55,Central,Central,False,30,68,44.1
12,Tuesday,12:00,E:QPRL4QIUHL,Architectural Technology Research - Reviews Week 4/02,0335_00_G.09,Central,Lauriston,False,25,32,78.1
12,Tuesday,12:30,E:67OIJZR3JS,The Sport Industry - Lecture,0001_01_1.264,Central,Holyrood,True,60,150,40.0
12,Tuesday,12:30,E:HVHSXTOGRX,Economics 2 - Sem 1 - Lecture,0225_02_2.201,Central,Central,False,340,458,74.2
12,Tuesday,12:30,E:KKZ2JU3VEX,C&P - Tutorial/History,0001_01_1.265,Central,Holyrood,True,15,22,68.2
12,Tuesday,12:30,E:K8S8OPWFH6-00001,The Roman World 1A - Lecture,0113_01_1.425,Central,Central,False,190,260,73.1
12,Tuesday,12:30,E:FN5V3CZX6J-00001,Urbanism and the City: Past to Present - Lecture,0201_01_1.06,Central,Central,False,200,300,66.7
12,Tuesday,12:30,E:CN5TBL81O6,Sports Physiology 4 - Seminar,0001_01_1.267,Central,Holyrood,True,22,26,84.6
12,Tuesday,12:30,E:KAT3CJV16O,IFP - Introducing Philosophy A,0001_01_1.266,Central,Holyrood,True,20,24,83.3
12,Tuesday,12:30,E:JIRMIAF52F,Mental Health: Life Sciences and Nursing Care 2/Mental Health & Nursing Care - Lecture,0113_00_G.152,Central,Central,False,128,200,64.0
12,Tuesday,12:30,E:BS5IJZM34U,The Economics of Cities and Regions - Lecture,0201_01_1.08,Central,Central,False,100,307,32.6
12,Tuesday,12:30,E:QFUKWGPN44,SOK/Rory3,0001_01_1.275,Central,Holyrood,True,20,30,66.7
12,Tuesday,12:30,E:F8SMZNAQ5H,SOK/Dandan2,0001_00_G.158,Central,Holyrood,True,20,30,66.7
12,Tuesday,12:30,E:HHZAGAYHQF,SOK/Ashley1,0003_01_1.01,Central,Holyrood,True,20,23,87.0
12,Tuesday,12:30,E:5PRYO2CW5P,Language Education for Intercultural Citizenship - Workshop/03,0110_02_2.04,Central,Holyrood,True,25,42,59.5
12,Tuesday,12:30,E:F74WOVEXFV,Language Education for Intercultural Citizenship - Workshop/04,0112_-1_B.01,Central,Holyrood,True,25,35,71.4
12,Tuesday,12:30,E:DTV23DF9BK,IFP - Introducing Social Science A,0003_01_1.03,Central,Holyrood,True,20,24,83.3
12,Tuesday,12:30,E:7YI8ZQRL5R,C&P - Tutorial/Drama,0003_00_G.02,Central,Holyrood,True,21,24,87.5
12,Tuesday,12:30,E:RXL2ZUNN6P,Language Education for Intercultural Citizenship - Workshop/02,0112_00_G.01,Central,Holyrood,True,25,55,45.5
12,Tuesday,12:30,E:35KDI5VTHA,British Sign Language Stage 1/02,0001_01_1.273,Central,Holyrood,True,15,22,68.2
12,Tuesday,12:30,E:NFHGRV71ZX,"Critical Approaches to Landscapes, Power and Society - Lecture",0201_00_G.06,Central,Central,False,126,193,65.3
12,Tuesday,12:30,E:SMH9N5GZHG,SOK/Yifang2,0003_01_1.02,Central,Holyrood,True,20,24,83.3
12,Tuesday,12:30,E:C6Q3JFCNVV,The Strategy of Digital Transformation - Lecture,0131_04_4.07,Central,Central,False,70,110,63.6
12,Tuesday,12:30,E:6MTPFEEJQH,Auditing - Lecture,0201_00_G.07,Central,Central,False,100,194,51.5
12,Tuesday,12:30,E:SUS1EPYWCT,Accountancy 1A - Lecture,0113_00_G.07,Central,Central,False,153,170,90.0
12,Tuesday,12:30,E:6TDBABFEY7,Making and Conceptualising Curriculum - Workshop/01,0008_02_2.403,Central,Holyrood,True,30,45,66.7
12,Tuesday,12:30,E:2KZVPRINWD,Making and Conceptualising Curriculum - Workshop/04,0103_03_3.D02,Central,Holyrood,True,30,40,75.0
12,Tuesday,12:30,E:ZC5G8K4B4I,Making and Conceptualising Curriculum - Workshop/03,0201_02_2.12,Central,Holyrood,True,30,54,55.6
12,Tuesday,12:30,E:WDWLMY7IT3,Making and Conceptualising Curriculum - Workshop/02,0208_00_G.8,Central,Holyrood,True,30,64,46.9
12,Tuesday,12:30,E:9O855BXTYW,IFP - Introducing Philosophy B,0008_00_G.251,Central,Holyrood,True,20,24,83.3
12,Tuesday,12:30,E:GIISRQ9X3D,SOK/Suling2,0110_02_2.01,Central,Holyrood,True,20,25,80.0
12,Tuesday,12:30,E:7BPBH4SZBL,Sport Science 1A: Physiology & Skill Acquisition - Skill Acquisition Tutorial/PE.A,0001_00_G.159,Central,Holyrood,True,20,108,18.5
12,Tuesday,12:30,E:C8T4U5J2KK,Advanced Mathematical Economics - Tutorial/02,0005_-1_B.01,Central,Holyrood,True,38,164,23.2
12,Tuesday,12:30,E:EQKGYKM993,Domains of Practice 1: Engaging with the literature in Community Learning & Development (CLD) - Lecture,0113_01_1.416,Central,Holyrood,True,20,40,50.0
12,Tuesday,12:30,E:GL4OIX2DC2,Sport Science 1A: Physiology & Skill Acquisition - Skill Acquisition Tutorial/PE.B,0112_-1_B.06,Central,Holyrood,True,20,25,80.0
12,Tuesday,12:30,E:HWAB3DLMBY,Sport Science 1A: Physiology & Skill Acquisition - Skill Acquisition Tutorial/PE.C,0113_01_1.434,Central,Holyrood,True,20,28,71.4
12,Tuesday,12:30,E:YEBA1V3THP,Reflections on Interdisciplinary Practice 1: Foundations - Seminar,0422_J_J.05,Central,Central,False,50,60,83.3
12,Tuesday,12:30,E:QGV5BZ1IEX,Archaeology 2A: Scotland before History - Lecture,0209_01_1.21,Central,Central,False,80,125,64.0
12,Tuesday,12:30,E:BJ7ZSBEAK9,"Listening, Attunement and Empathy - Monday Seminar/01",0226_00_GF.14,Central,Central,False,45,147,30.6
12,Tuesday,12:30,E:N21NUL9VOR,Financial Statement Analysis and Valuation - Lecture,0210_00_G.04,Central,Central,False,68,139,48.9
12,Tuesday,12:30,E:I5S3M9GNDQ-00001,Art in Practice 2 - Course-related lecture,0227_00_G.03,Central,Lauriston,False,110,255,43.1
12,Tuesday,12:30,E:F1Y2RBC65G,Microeconomics 1 - Lecture (AM),0228_-1_LG.09,Central,Central,False,80,96,83.3
12,Tuesday,12:30,E:JIF6QAPYYA-00003,Greek 1c/2a/2Ha/Int Greek (PG) 1 - Lecture,0113_00_G.03,Central,Central,False,45,50,90.0
12,Tuesday,12:30,E:Q2L8M8FYKZ,Roman History Seminar 1,0113_00_G.16,Central,Central,False,29,45,64.4
12,Tuesday,12:30,E:5B6LH69DCB,Romans Overseas - Seminar,0201_02_2.14,Central,Central,False,29,54,53.7
12,Tuesday,12:30,E:PC6997ADHL,Sustainability in Context - Lecture,0228_-1_LG.11,Central,Central,False,65,78,83.3
12,Tuesday,12:30,E:Z42DWBJRIS,Leisure and the Rise of Industrial Society - Seminar,0113_00_G.15,Central,Central,False,25,29,86.2
12,Tuesday,12:30,E:U9RWNLRN6Y,Revolutionary America Seminar - Run/1,0201_02_2.11,Central,Central,False,25,28,89.3
12,Tuesday,12:30,E:GV1NRK1VMI,The Nature of Enquiry - Lecture,0112_-1_B.02,Central,Holyrood,True,25,40,62.5
12,Tuesday,12:30,E:HENMYT4FHL-00001,Creative Musicianship - Composition Workshop,0209_02_2.01,Central,Central,False,60,70,85.7
12,Tuesday,12:30,E:DCMXE436G7-00001,Computational Neuroscience - Lecture,0227_00_G.04,Central,Central,False,76,100,76.0
12,Tuesday,12:30,E:XGLURFXWQH,African Environmental History - Seminar,0209_02_2.37,Central,Central,False,25,30,83.3
12,Tuesday,12:30,E:MI4BTH4678,Egypt until the end of the Middle Kingdom,0228_-1_LG.06,Central,Central,False,29,35,82.9
12,Tuesday,12:30,E:QK21MHHF4C,Business Entities Ord LAWS08134 - Lecture,0229_01_1.A,Central,Central,False,243,350,69.4
12,Tuesday,12:30,E:PB5KXBTZPO,Principles of Marketing Management - Lecture,0335_00_G.01,Central,Central,False,85,120,70.8
12,Tuesday,12:30,E:R276JISFO8,Economic Analysis for Business - Lecture,0311_02_2.13,Central,Central,False,65,80,81.2
12,Tuesday,12:30,E:3682N3VNU6,Professional Studies - Lecture,0450_02_2.35,Central,Lauriston,False,100,128,78.1
12,Tuesday,12:30,E:I2J5RMYB7I-00004,CBT with Complex Presentations - Lecture,0283_03_3.10,Central,Central,False,40,56,71.4
12,Tuesday,12:30,E:OT5Q1E2H5A,Architectures of Socialism - Seminar,0228_-1_LG.08,Central,Central,False,24,36,66.7
12,Tuesday,12:30,E:SMVJB6L692,Research Practice and Project Planning - Lecture,0226_01_1.02,Central,Central,False,40,50,80.0
12,Tuesday,12:30,E:J24FSDANHF-00002,Clinical Psychology 1 - Year 1 Teaching (see Learn for details),0227_00_G.06,Central,Central,False,45,64,70.3
12,Tuesday,12:30,E:5979VVBY5D,Greek 2a Ex-Beginners - Lecture,0228_-1_LG.10,Central,Central,False,30,36,83.3
12,Tuesday,12:30,E:9RIE842J9N,Business Research Methods I: Introduction to Data Analysis - Tutorial/12,0113_00_G.13,Central,Central,False,19,26,73.1
12,Tuesday,12:30,E:489686J9UP,Foundations in Ecological Economics - Main Course (confirm attendance with CO),0335_00_G.13,Central,Central,False,40,48,83.3
12,Tuesday,12:30,E:R8V2XHQSOR-00013,Professional Development and Leadership in Dance Teaching in the Community (PDLDT-C) SQA Dance,0001_01_1.270,Central,Holyrood,True,10,16,62.5
12,Tuesday,12:30,E:EP3C9VO2U7,Topics in Microeconomics - Tutorial/02,0113_00_G.14,Central,Central,False,20,26,76.9
12,Tuesday,12:30,E:19JP4WELXL,Advanced Management Accounting - Lecture,0226_-1_LG.10,Central,Central,False,50,72,69.4
12,Tuesday,12:30,E:W1X8YKSSSF,Entrepreneurial Finance - Seminar,0226_-1_LG.11,Central,Central,False,45,66,68.2
12,Tuesday,12:30,E:2D8V2GPZVX,Topics in Microeconomics - Tutorial/05,0201_02_2.04,Central,Central,False,20,24,83.3
12,Tuesday,12:30,E:ECZOVFXR4A,Landscape Architecture Design Exploration: Part 1 - Lecture,0229_01_1.C,Central,New College,False,70,250,28.0
12,Tuesday,12:30,E:RLOEX5HUUG,SOK/Debojyoti1,0422_J_J.03,Central,Central,False,20,60,33.3
12,Tuesday,12:30,E:8AH6127EDT,Core Competencies for HR Professionals - Lecture/HRM,0226_-1_LG.18,Central,Central,False,57,66,86.4
12,Tuesday,12:30,E:PFD6EW1BAW,"Popular Religion, Women and Witchcraft in Early Modern Europe - Tutorial/08",0001_02_2.345,Central,New College,False,14,16,87.5
12,Tuesday,12:30,E:2DOYDGMCCF,SOK/KuangHsu3,0201_02_2.05,Central,Central,False,20,24,83.3
12,Tuesday,12:30,E:SUQXDCU1GI,Innovations and crises - Seminar,0103_01_1.B04,Central,Central,False,15,20,75.0
12,Tuesday,12:30,E:TUS2PQRJ67,Business Economics - Tutorial/08,0103_01_1.B10,Central,Central,False,17,20,85.0
12,Tuesday,12:30,E:PU9TAWTLFX,Christianity in Ukraine (988 to the present) - Seminar,0219_00_G.02,Central,New College,False,20,24,83.3
12,Tuesday,12:30,E:7BBB58QBK4,Economics 1 - Sem 1 - Tutorial/03,0226_01_1.07,Central,Central,False,22,48,45.8
12,Tuesday,12:30,E:CU9K61VUL8,Prescriptive Analytics with Mathematical Programming - Lecture,0226_-1_LG.19,Central,Central,False,50,70,71.4
12,Tuesday,12:30,E:R875AN6XSC,Topics in Microeconomics - Tutorial/08,0226_-1_LG.14,Central,Central,False,20,68,29.4
12,Tuesday,12:30,E:BNK51YCSIO,Economics 1 - Sem 1 - Tutorial/06,0227_00_G.01,Central,Central,False,22,30,73.3
12,Tuesday,12:30,E:SGJLZP71NI,Health Management and Management of Health - Lecture,0227_00_G.02,Central,Central,False,30,36,83.3
12,Tuesday,12:30,E:8P3UN9ET1A,Greek Language (A&B) - Lecture,0227_00_G.05,Central,Central,False,25,44,56.8
12,Tuesday,12:30,E:SHCXKJQDRC,Intro to Historiography - Tutorial/07,0001_02_2.347,Central,Central,False,12,16,75.0
12,Tuesday,12:30,E:IPMWJCB9I6,Religion and Nationalism in the Contemporary World - Lecture,0228_11_11.10,Central,New College,False,20,36,55.6
12,Tuesday,12:30,E:GKJ349PX7E,Intro to Historiography - Tutorial/17,0001_02_2.349,Central,Central,False,12,16,75.0
12,Tuesday,12:30,E:9OWPZQ6LK2-00005,Psychological Skills Placement - Lecture,0335_01_1.2,Central,Central,False,35,44,79.5
12,Tuesday,12:30,E:P1DA8DP6AG,Contemporary Issues in Health and Wellbeing- Tutorial/05,0103_01_1.B19,Central,Central,False,18,20,90.0
12,Tuesday,12:30,E:4GJKRMDUBH,Accounting for Business 1 - Tutorial/02,0003_00_G.03,Central,Central,False,16,18,88.9
12,Tuesday,12:30,E:E12Q8SKRIC,Data Science for Geographers - Lecture,0335_04_4.3,Central,Central,False,45,60,75.0
12,Tuesday,12:30,E:OTBZJ6BEW1,Nepotism and Venality - Seminar,0113_00_G.204,Central,Central,False,16,20,80.0
12,Tuesday,12:30,E:QOBSCA2TOU,War and History - Seminar,0201_01_1.01,Central,Central,False,15,20,75.0
12,Tuesday,12:30,E:EPF89MAMCU,International HRM Policies and Practices - Lecture,0283_01_1.20,Central,Central,False,40,46,87.0
12,Tuesday,12:30,E:AXTKJ5L6BN,Introduction to Life Cycle Assessment (fusion on-site) - Teaching Day 1,0313_00_G.10,Central,Central,False,30,36,83.3
12,Tuesday,12:30,E:ZWQICXLFQH-00008,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/09",0003_01_1.05,Central,Central,False,8,12,66.7
12,Tuesday,12:30,E:4VJ86QRRKR,The Historian's Toolkit - Tutorial/16,0001_02_2.351,Central,Central,False,12,16,75.0
12,Tuesday,12:30,E:91APLZIHGG,History of Christianity as a World Religion 1A - Tutorial/03,0008_02_2.365,Central,New College,False,14,16,87.5
12,Tuesday,12:30,E:NDYNQ18ZLX,Themes in Modern European History - Tutorial/09,0008_00_G.252,Central,Central,False,14,16,87.5
12,Tuesday,12:30,E:KPRTCTA6WI,Representations of Blackness Seminar - Run/1,0201_02_2.06,Central,Central,False,15,18,83.3
12,Tuesday,12:30,E:OEWE7SKYSG,Intro to Historiography - Tutorial/03,0008_-1_B.152,Central,Central,False,12,14,85.7
12,Tuesday,12:30,E:OHX7TF3M4F,Mughal India - Seminar,0228_11_11.18,Central,Lauriston,False,20,24,83.3
12,Tuesday,12:30,E:6U3QPH7LH8,Organisational Behaviour 2 - Tutorial/02,0113_01_1.42,Central,Central,False,15,20,75.0
12,Tuesday,12:30,E:WKCXW29MQL,Marketing - Tutorial/04,0103_01_1.B09,Central,Central,False,14,16,87.5
12,Tuesday,12:30,E:FDJ9QYAVLT,Accounting for Business 1 - Tutorial/24,0113_00_G.203,Central,Central,False,16,20,80.0
12,Tuesday,12:30,E:XBWFWMA1FM,International Business: Globalisation and Trade 2A - Tutorial/08,0201_01_1.05,Central,Central,False,15,20,75.0
12,Tuesday,12:30,E:6WGIZQZDIF,Art and Archaeology of Sparta and Laconia - PG Only,0201_02_2.07,Central,Central,False,15,20,75.0
12,Tuesday,12:30,E:YPFD5CEJR6,Chinese Whispers Seminar - Run/1,0214_01_1.10,Central,Central,False,15,18,83.3
12,Tuesday,12:30,E:7ELXUXISW4,Contemporary Scotland - Seminar,0214_00_G.22,Central,Central,False,15,18,83.3
12,Tuesday,12:30,E:SJ9SRWDN78-00002,"Listening, Attunement and Empathy - Friday Listening Practice Group/03",0003_00_G.04,Central,Central,False,8,12,66.7
12,Tuesday,12:30,E:A4JRB1RENC,Ancient History 2A - Tutorial/03,0008_-1_B.153,Central,Central,False,12,15,80.0
12,Tuesday,12:30,E:3LIU1NVAQC,Chinese Whispers Seminar - Run/2,0227_02_2.03,Central,Central,False,15,18,83.3
12,Tuesday,12:30,E:JT24UOL6M6,The Hindu Epics: Mahabharata and Ramayana - Lecture,0228_03_3.01,Central,New College,False,20,24,83.3
12,Tuesday,12:30,E:9JRZPEJ47F,Game Theory - Tutorial/03,0228_04_4.18,Central,Central,False,20,25,80.0
