Event ID,Event Name,Event Size,Campus,Number of Weeks,Weeks,Week List,Room,Building,Timeslot,Duration (minutes),Assigned_RoomID,Assigned_Room_Number,Assigned_Campus,Assigned_Building,Assigned_Capacity,Assigned_Room_Type,Campus_Changed,Capacity_Utilization,Overcapacity
E:SJ9SRWDN78-00003,"Listening, Attunement and Empathy - Friday Listening Practice Group/04",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.07,24 Buccleuch Place,Friday 14:00,110,0219_00_G.01,G.01,Central,21 George Square,16,Boardroom Style,False,50.0,False
E:VXTP6DEHI5,Conceptual and Theoretical Psychology - Tutorial/04,20.0,Central,5,"9, 10, 11, 12, 13","[9, 10, 11, 12, 13]",0103_01_1.B10,Forresthill,Thursday 10:00,50,0001_00_G.158,G.158,Central,Old College,30,Boardroom Style,False,66.67,False
E:ZWQICXLFQH-00006,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/07",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.08,24 Buccleuch Place,Tuesday 16:30,105,0551_00_G43,G43,Holyrood,Patersons Land,59,Classroom Style,True,13.56,False
E:ZWQICXLFQH-00001,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/02",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.5A,24 Buccleuch Place,Tuesday 16:30,105,0450_03_3.63,3.63,Central,Edinburgh Futures Institute (EFI),8,Specialist Room,False,100.0,False
E:88QVXBFPR3,Typical and Atypical Child Development - Lecture,80.0,Central,8,"9, 12, 13, 14, 15, 16, 17, 18","[9, 12, 13, 14, 15, 16, 17, 18]",0001_00_G.159,Old College,Wednesday 09:00,120,0113_00_G.09,G.09,Central,"Medical School, Teviot",15,Boardroom Style,False,533.33,True
E:2QWLCBUNKR,Evidence and Enquiry: Research - Tutorial Group/03,12.0,Central,5,"10, 11, 12, 15, 17","[10, 11, 12, 15, 17]",0254_01_1.08,24 Buccleuch Place,Wednesday 13:00,50,0113_00_G.09,G.09,Central,"Medical School, Teviot",15,Boardroom Style,False,80.0,False
E:FYJ7P6U46C,From Two Person to Three Person to the Group - Seminar/02,55.0,Holyrood,9,"9, 11, 12, 13, 14, 15, 16, 17, 18","[9, 11, 12, 13, 14, 15, 16, 17, 18]",0551_00_G42,Patersons Land,Thursday 13:00,170,0226_01_1.02,1.02,Central,Business School,50,Specialist Room,True,110.0,True
E:TWUTXLFVGS,Between Counselling and Research 1 - Lecture,120.0,Central,10,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0005_-1_B.01,Adam House,Wednesday 10:00,50,0551_01_1.18,1.18,Holyrood,Patersons Land,60,Classroom Style,True,200.0,True
E:OPK1CQZYVZ,Pathophysiology and Nursing Care - Clinical Skills (Central Campus)/02,24.0,Central,2,"10, 18","[10, 18]",0335_00_G.13,Lister Learning and Teaching Centre,Monday 11:30,90,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,16.0,False
E:QXILQ914XX,"Dissertation (MA in Health, Science and Society) - Lecture",25.0,Central,4,"9, 11, 15, 17","[9, 11, 15, 17]",0201_02_2.14,Appleton Tower,Wednesday 09:00,110,0113_01M_01M.474,01M.474,Central,"Medical School, Teviot",10,Classroom Style,False,250.0,True
E:9S16JPXW17,Trauma in Society- Tutorial/05,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0254_01_1.08,24 Buccleuch Place,Thursday 17:00,50,0228_02_2.18,2.18,Central,40 George Square,12,Boardroom Style,False,125.0,True
E:IK2N5ER3QH,Psychological Therapies (Conversion) - Tutorial/08,23.0,Central,2,"15, 17","[15, 17]",0003_01_1.03,7-8 Chambers Street,Thursday 15:00,50,0227_02_2.54,2.54,Central,50 George Square,18,Boardroom Style,False,127.78,True
E:2D9AU6GXOQ,Dissertation: Empirical Research (MSc Advanced Nursing) - Lecture,45.0,Central,9,"9, 10, 11, 12, 13, 14, 15, 18, 19","[9, 10, 11, 12, 13, 14, 15, 18, 19]",0201_02_2.14,Appleton Tower,Monday 10:00,50,0424_05_5.21,5.21,Lauriston,Evolution House,40,Classroom Style,True,112.5,True
E:X8DCATZSU5,Professional Accreditation and Personal Development - Lecture,20.0,Central,5,"9, 11, 13, 15, 17","[9, 11, 13, 15, 17]",0313_00_G.10,Old Surgeons Hall,Tuesday 13:00,110,0113_02_2.27,2.27,Central,"Medical School, Teviot",12,Boardroom Style,False,166.67,True
E:L6DJQ3ZOGY-00005,Clinical Psychology 2 - Year 2 Teaching (see Learn for details),52.0,Central,2,"13, 14","[13, 14]",0335_04_4.3,Lister Learning and Teaching Centre,Monday 09:30,480,0551_00_G1,G1,Holyrood,Patersons Land,240,Classroom Style,True,21.67,False
E:CCZFVVGBG9,"Listening, Attunement and Empathy - Friday Check-in/03",45.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0201_02_2.14,Appleton Tower,Friday 16:00,50,0254_01_1.12,1.12,Central,24 Buccleuch Place,10,Classroom Style,False,450.0,True
E:DERY57J3CF,Between Counselling and Research 1 - Seminar/11,13.0,Central,2,"9, 14","[9, 14]",0335_01_1.4,Lister Learning and Teaching Centre,Wednesday 11:00,110,0113_00_G.12,G.12,Central,"Medical School, Teviot",15,Boardroom Style,False,86.67,False
E:C3SLH494IO,Trauma in Society- Tutorial/04,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0300_00_NG.03,High School Yards Teaching Centre,Thursday 16:00,50,0228_07_7.01,7.01,Central,40 George Square,18,Classroom Style,False,83.33,False
E:J24FSDANHF-00001,Clinical Psychology 1 - Year 1 Teaching (see Learn for details),45.0,Central,5,"11, 12, 13, 14, 15","[11, 12, 13, 14, 15]",0335_00_G.13,Lister Learning and Teaching Centre,Tuesday 09:30,480,0401_01_1.07,1.07,New College,New College,32,Classroom Style,True,140.62,True
E:ZWQICXLFQH-00003,"Listening, Attunement and Empathy - Tuesday Listening Practice Group/04",8.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0254_01_1.07,24 Buccleuch Place,Tuesday 16:30,105,0283_01_1.20,1.20,Central,Dugald Stewart Building,46,Classroom Style,False,17.39,False
E:U9IDR85JFQ,Introduction and Foundation of Qualitative Research - Seminar/01,10.0,Central,7,"9, 10, 11, 12, 13, 14, 16","[9, 10, 11, 12, 13, 14, 16]",0254_01_1.04,24 Buccleuch Place,Wednesday 14:00,50,0001_01_1.274,1.274,Central,Old College,22,Boardroom Style,False,45.45,False
E:EZ76ONNYFO,Ancient Egyptian Hieroglyphs - Seminar,29.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.15,"Medical School, Teviot",Friday 11:00,110,0113_00_G.12,G.12,Central,"Medical School, Teviot",15,Boardroom Style,False,193.33,True
E:FTUNZA9QCI,Empresses and Others - Seminar,29.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.16,"Medical School, Teviot",Tuesday 16:00,50,0450_03_3.62,3.62,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,241.67,True
E:LSVGZUKMIZ,Greek 2a Ex-Beginners - Tutorial/01,15.0,Central,9,"10, 11, 12, 13, 14, 15, 16, 17, 18","[10, 11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.09,"Medical School, Teviot",Friday 09:00,50,0228_-1_LG.11,LG.11,Central,40 George Square Lower Teaching Hub,78,Classroom Style,False,19.23,False
E:OFHYFGOPCN,"Mariners, Monks and Mobility - PG Only",12.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.27,"Medical School, Teviot",Friday 17:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,8.0,False
E:FUT25ZZLO6,The Roman World 1A - Tutorial/15,12.0,Central,5,"10, 12, 14, 16, 18","[10, 12, 14, 16, 18]",0113_02_2.26,"Medical School, Teviot",Monday 15:00,50,0558_05_5.11,5.11,Holyrood,Charteris Land,35,Classroom Style,True,34.29,False
E:A4JRB1RENC,Ancient History 2A - Tutorial/03,12.0,Central,8,"11, 12, 13, 14, 15, 16, 17, 18","[11, 12, 13, 14, 15, 16, 17, 18]",0113_01M_01M.20,"Medical School, Teviot",Friday 11:00,50,0208_00_G.8,G.8,Central,1 George Square (Neuroscience),64,Lecture Theatre,False,18.75,False
E:Q6HPDMMM39,Oceanic Histories and Monsoon Cultures - Run/2,25.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_09_9.18,40 George Square,Friday 11:00,110,0551_-1_LG23,LG23,Holyrood,Patersons Land,10,Boardroom Style,True,250.0,True
E:NPVEB3L4UX,Medieval Worlds - Tutorial/04,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.26,"Medical School, Teviot",Friday 17:00,50,0251_01_1.02,1.02,Central,21 Buccleuch Place,28,Classroom Style,False,42.86,False
E:SGEXT2PLUL-00001,The Human Skeleton - Lecture,45.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.16,"Medical School, Teviot",Thursday 10:00,50,0401_02_2.17,2.17,New College,New College,18,Boardroom Style,True,250.0,True
E:BUX911SYSK,Dreams and nightmares Seminar - Run/2,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.11,"Medical School, Teviot",Tuesday 14:00,110,0001_02_2.343,2.343,Central,Old College,16,Boardroom Style,False,93.75,False
E:GE2PGFSUWZ-00001,Latin Language (A&B) - Unseen,25.0,Central,6,"9, 11, 13, 15, 17, 19","[9, 11, 13, 15, 17, 19]",0113_00_G.13,"Medical School, Teviot",Thursday 13:00,50,0551_-1M_M14,M14,Holyrood,Patersons Land,16,Boardroom Style,True,156.25,True
E:IEK97MWH4R,Greek Art and Archaeology - Tutorial/06,12.0,Central,6,"11, 12, 13, 15, 16, 17","[11, 12, 13, 15, 16, 17]",0113_02_2.26,"Medical School, Teviot",Thursday 12:00,50,0283_01_1.20,1.20,Central,Dugald Stewart Building,46,Classroom Style,False,26.09,False
E:K8S8OPWFH6-00002,The Roman World 1A - Lecture,190.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.152,"Medical School, Teviot",Tuesday 14:00,50,0113_00_G.11,G.11,Central,"Medical School, Teviot",15,Boardroom Style,False,1266.67,True
E:5K7LOHU2FQ,Themes in Modern European History - Tutorial/04,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.27,"Medical School, Teviot",Wednesday 12:00,50,0551_00_G42,G42,Holyrood,Patersons Land,55,Classroom Style,True,21.82,False
E:FR2PLOIUOC,Scottish Reformation Culture - Seminar,16.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.13,"Medical School, Teviot",Monday 11:00,110,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.67,False
E:W59L2XAJ3X,Greek Art and Archaeology Lecture,60.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.09,40 George Square Lower Teaching Hub,Tuesday 10:00,50,0551_01_1.27,1.27,Holyrood,Patersons Land,25,Boardroom Style,True,240.0,True
E:M4QMLFVIMM-00003,Greek 1A - Lecture Run/1,30.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.08,40 George Square Lower Teaching Hub,Thursday 11:00,50,0227_03_3.39,3.39,Central,50 George Square,18,Boardroom Style,False,166.67,True
E:RTTB66MT7A,African Intellectual History Seminar - Run/2,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.11,"Medical School, Teviot",Thursday 11:00,110,0558_04_4.02,4.02,Holyrood,Charteris Land,24,Classroom Style,True,62.5,False
E:Q58COMQOQ6,The Greek World 1A - Tutorial/04,12.0,Central,5,"10, 12, 14, 16, 18","[10, 12, 14, 16, 18]",0113_00_G.09,"Medical School, Teviot",Monday 10:00,50,0209_01_1.21,1.21,Central,7 George Square,125,Lecture Theatre,False,9.6,False
E:4IWL3NA1P6-00001,Ancient Superpowers - PG Only Seminar,15.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.12,"Medical School, Teviot",Monday 10:00,50,0558_04_4.4,4.4,Holyrood,Charteris Land,32,Classroom Style,True,46.88,False
E:Q1669BPLOC,Atticus Finch's America Seminar - Run/1,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.12,"Medical School, Teviot",Wednesday 11:00,110,0209_02_2.37,2.37,Central,7 George Square,30,Classroom Style,False,50.0,False
E:XACK4ZZCAZ,The Roman World 1A - Tutorial/05,14.0,Central,5,"11, 13, 15, 17, 19","[11, 13, 15, 17, 19]",0113_00_G.12,"Medical School, Teviot",Tuesday 09:00,50,0214_01_1.22,1.22,Central,16-20 George Square,12,Boardroom Style,False,116.67,True
E:CQZ6BPRZZH-00001,Greek 1Ha/Elementary Greek (PG) 1 - Lecture,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.10,"Medical School, Teviot",Tuesday 11:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,10.0,False
E:UWPBAQ4BMG,Intro to Historiography - Tutorial/18,14.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.200,"Medical School, Teviot",Monday 17:00,50,0103_03_3.D02,3.D02,Central,Forresthill,40,Classroom Style,False,35.0,False
E:K9LBBH3Y49,Medieval Worlds - Tutorial/25,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.27,"Medical School, Teviot",Monday 14:00,50,0335_01_1.3,1.3,Central,Lister Learning and Teaching Centre,30,Classroom Style,False,40.0,False
E:ZJT58MQQZ3,Themes in Modern European History - Tutorial/10,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.26,"Medical School, Teviot",Wednesday 12:00,50,0103_01_1.B19,1.B19,Central,Forresthill,20,Boardroom Style,False,60.0,False
E:HKBUDEBZQ8,Archaeology 1A - Tutorial/02,15.0,Central,9,"11, 12, 13, 14, 15, 16, 17, 18, 19","[11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.11,"Medical School, Teviot",Tuesday 13:00,50,0591_-1_B1.05,B1.05,Holyrood,Outreach Centre,16,Boardroom Style,True,93.75,False
E:BCVA9TM7BY,Marine Archaeology Seminar - PG only,12.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.27,"Medical School, Teviot",Thursday 10:00,50,0335_00_G.17,G.17,Central,Lister Learning and Teaching Centre,14,Boardroom Style,False,85.71,False
E:2HEQGKNJOX,The Transformation of the Roman World - Tutorial/06,12.0,Central,8,"11, 12, 13, 14, 15, 16, 17, 18","[11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.13,"Medical School, Teviot",Thursday 11:00,50,0201_02_2.06,2.06,Central,Appleton Tower,18,Classroom Style,False,66.67,False
E:Y2VBABQRPK,Greek 1A - Lecture Run/2,30.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_-1_LG.06,40 George Square Lower Teaching Hub,Monday 12:00,50,0209_02_2.01,2.01,Central,7 George Square,70,Classroom Style,False,42.86,False
E:BRM9KKQJWL,The Historian's Toolkit - Tutorial/39,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.20,"Medical School, Teviot",Friday 10:00,50,0422_L_L.06,L.06,Lauriston,North-East Studio Building,16,Boardroom Style,True,75.0,False
E:CTYUVL57SJ,Archaeological Fieldwork,12.0,Central,2,"9, 15","[9, 15]",0113_01M_01M.20,"Medical School, Teviot",Wednesday 11:00,110,0551_00_G28,G28,Holyrood,Patersons Land,12,Classroom Style,True,100.0,False
E:YY3V2C7TCS,Historical Skills and Methods I - Workshop/15,18.0,Central,3,"10, 11, 12","[10, 11, 12]",0228_09_9.18,40 George Square,Thursday 09:00,110,0254_01_1.09,1.09,Central,24 Buccleuch Place,8,Boardroom Style,False,225.0,True
E:MMXPPH6LYG,Historical Research: Skills and Sources Pathway - Seminar/10,20.0,Central,4,"14, 15, 16, 17","[14, 15, 16, 17]",0003_01_1.02,7-8 Chambers Street,Monday 16:00,110,0228_11_11.11,11.11,Central,40 George Square,15,Boardroom Style,False,133.33,True
E:II7HUXBFOE,The Making of Modern Ireland - Seminar,25.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_09_9.18,40 George Square,Thursday 14:00,110,0110_02_2.07,2.07,Central,Alison House,12,Boardroom Style,False,208.33,True
E:HWBTTKQGFO,Intro to Historiography - Tutorial/10,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.26,"Medical School, Teviot",Wednesday 11:00,50,0423_O_O.17,O.17,Lauriston,Hunter Building,78,Lecture Theatre,True,15.38,False
E:1E8BNQARRY,Ancient History 2A - Tutorial/07,12.0,Central,7,"11, 12, 13, 15, 16, 17, 18","[11, 12, 13, 15, 16, 17, 18]",0113_00_G.16,"Medical School, Teviot",Thursday 14:00,50,0001_01_1.264,1.264,Central,Old College,150,Lecture Theatre,False,8.0,False
E:OB14F2HPL7,Archaeology 1A - Tutorial/06,12.0,Central,9,"11, 12, 13, 14, 15, 16, 17, 18, 19","[11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.27,"Medical School, Teviot",Thursday 14:00,50,0113_00_G.202B,G.202B,Central,"Medical School, Teviot",12,Boardroom Style,False,100.0,False
E:SUQXDCU1GI,Innovations and crises - Seminar,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.200,"Medical School, Teviot",Friday 09:00,110,0251_01_1.02,1.02,Central,21 Buccleuch Place,28,Classroom Style,False,53.57,False
E:JUJ73HKPXU,"Gender, Crime and Deviancy - Seminar",16.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.15,"Medical School, Teviot",Wednesday 11:00,110,0228_06_6.05,6.05,Central,40 George Square,14,Boardroom Style,False,114.29,True
E:YDVNBH4CTN,Historical Research: Skills and Sources Pathway - Seminar/03,20.0,Central,4,"10, 11, 12, 13","[10, 11, 12, 13]",0001_00_G.158,Old College,Thursday 09:00,110,0422_J_J.03,J.03,Central,"Medical School, Teviot",60,Classroom Style,False,33.33,False
E:GZI5A5JDTN,Early Modern English Witchcraft - Seminar,25.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_09_9.18,40 George Square,Thursday 16:00,110,0450_03_3.43,3.43,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,208.33,True
E:JKYG5NGGVL,The Historian's Toolkit - Tutorial/24,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.20,"Medical School, Teviot",Thursday 14:00,50,0254_01_1.08,1.08,Central,24 Buccleuch Place,16,Boardroom Style,False,75.0,False
E:I3ZNEFKXMQ,Greek Language (A&B) - Tutorial,25.0,Central,6,"9, 11, 13, 15, 17, 19","[9, 11, 13, 15, 17, 19]",0113_00_G.13,"Medical School, Teviot",Wednesday 12:00,50,0551_00_G28,G28,Holyrood,Patersons Land,12,Classroom Style,True,208.33,True
E:Q8JQ5EF1TY,Genocide in the Modern World Seminar - Run/2,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_09_9.18,40 George Square,Friday 09:00,110,0001_02_2.351,2.351,Central,Old College,16,Boardroom Style,False,93.75,False
E:RAFU36OTSJ,Historical Skills and Methods I - Group Meeting/15,10.0,Central,3,"15, 18, 19","[15, 18, 19]",0113_01M_01M.27,"Medical School, Teviot",Thursday 09:00,110,0227_02_2.54,2.54,Central,50 George Square,18,Boardroom Style,False,55.56,False
E:9B1KPK8P6L,The Historian's Toolkit - Tutorial/01,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.27,"Medical School, Teviot",Monday 12:00,50,0227_02_2.03,2.03,Central,50 George Square,18,Boardroom Style,False,66.67,False
E:7J3NAXY65L,Greek Art and Archaeology - Tutorial/05,15.0,Central,6,"11, 12, 13, 15, 16, 17","[11, 12, 13, 15, 16, 17]",0113_00_G.10,"Medical School, Teviot",Thursday 13:00,50,0335_02_2.3,2.3,Central,Lister Learning and Teaching Centre,40,Classroom Style,False,37.5,False
E:D7EZODMCFU,The Transformation of the Roman World - Tutorial/09,12.0,Central,8,"11, 12, 13, 14, 15, 16, 17, 18","[11, 12, 13, 14, 15, 16, 17, 18]",0113_00_G.14,"Medical School, Teviot",Friday 10:00,50,0450_03_3.32,3.32,Central,Edinburgh Futures Institute (EFI),12,Specialist Room,False,100.0,False
E:51KZ1LS5AK,Latin 1A - Tutorial/02,15.0,Central,7,"12, 13, 14, 15, 16, 17, 18","[12, 13, 14, 15, 16, 17, 18]",0113_00_G.11,"Medical School, Teviot",Friday 10:00,50,0001_02_2.349,2.349,Central,Old College,16,Boardroom Style,False,93.75,False
E:TDKNCFB4N8,Greek Language (A&B) - Unseen,25.0,Central,5,"10, 12, 14, 16, 18","[10, 12, 14, 16, 18]",0113_00_G.13,"Medical School, Teviot",Thursday 13:00,50,0401_01_1.09,1.09,New College,New College,10,Boardroom Style,True,250.0,True
E:6WGIZQZDIF,Art and Archaeology of Sparta and Laconia - PG Only,15.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.11,"Medical School, Teviot",Tuesday 16:00,110,0209_02_2.01,2.01,Central,7 George Square,70,Classroom Style,False,21.43,False
E:4FQV8QKUL5,The Historian's Toolkit - Tutorial/23,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0228_09_9.18,40 George Square,Thursday 13:00,50,0227_00_G.02,G.02,Central,50 George Square,36,Classroom Style,False,33.33,False
E:M296KKE9EQ,Intro to Historiography - Tutorial/04,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_02_2.27,"Medical School, Teviot",Tuesday 09:00,50,0226_00_GF.14,GF.14,Central,Business School,147,Specialist Room,False,8.16,False
E:7IXDZDZSVP,Themes in Modern European History - Tutorial/06,12.0,Central,10,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_01M_01M.20,"Medical School, Teviot",Tuesday 11:00,50,0214_00_G.02,G.02,Central,16-20 George Square,40,Classroom Style,False,30.0,False
E:HHSUW3UK3A-00002,The Greek World 1A - Lecture,160.0,Central,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19","[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0113_00_G.152,"Medical School, Teviot",Tuesday 16:00,50,0228_07_7.01,7.01,Central,40 George Square,18,Classroom Style,False,888.89,True
